html_line,old_start,old_end,html_text,new_start,new_end,new_text,match_score,txt_match,txt_score,is_scripture,flag,notes
892,2256,2266,"With only two passes through the melody, we can already hear many distinctive notes that emerge from Genesis 1-11. Here are only a few:",2433,2442,"With only two passes through the melody, we can already hear many distinctive notes that emerge from Genesis 1-11, here only a few.",0.984,"With only two passes through the melody, we can already hear many distinctive notes that emerge from Genesis 1-11. Here are only a few:",1.000,,OK,
896,2283,2293,"Enjoyable side quest: Go read the first two chapters of Luke, listening for Creation notes of Spirit, blessing, and signs .",2461,2475,"Enjoyable sidequest, go read the first two chapters of Luke, listening for creation notes of spirit, blessing and signs, there more than you might guess, and you'll wonder how you missed them before.",0.751,"Enjoyable side quest: Go read the first two chapters of Luke, listening for Creation notes of Spirit, blessing, and signs. There are more than you might guess, and you’ll wonder how you missed them before.",0.745,,LOW_CONFIDENCE,
900,2293,2300,"There are more than you might guess, and you'll wonder how you missed them before.",2461,2475,"Enjoyable sidequest, go read the first two chapters of Luke, listening for creation notes of spirit, blessing and signs, there more than you might guess, and you'll wonder how you missed them before.",0.583,,0.572,,MANUAL_REVIEW,
903,2300,2303,Genesis 8-11: Pattern Breakers!,2509,2511,The next patternbreakers are Shem and Yapa.,0.543,Genesis 8-11: Pattern Breakers!,1.000,,HEADING_SKIP,
905,2303,2331,"Who are the pattern breakers in the second round of the melody and how will God preserve life through them? It is a shorter melody, so there are fewer pattern breakers, but we still see a few. We have Noah who builds an altar and makes a going-up offering to Yahweh. Yahweh smells the soothing smell and responds in blessing. This sacrifice note is mirrored in other rounds of the melody in creative ways.",2489,2493,"It is a shorter melody, so there are fewer patternbreakers, but we still see a few.",0.548,"Who are the pattern breakers in the second round of the melody and how will God preserve life through them? It is a shorter melody, so there are fewer pattern breakers, but we still see a few.  We have Noah who builds an altar and makes a going-up offering to Yahweh. Yahweh smells the soothing smell and responds in blessing. This sacrifice note is mirrored in other rounds of the melody in creative ways. The next pattern breakers are Shem and Japheth. They do the opposite of Ham and cover their father’s nakedness. This time, not seeing their father's nakedness is simple and literal. These authors use clever wordplay even when the subject matter makes us feel uncomfortable. Subtle symmetries, through repeated words, help readers see the inversion.",0.701,,MANUAL_REVIEW,
912,2331,2356,"The next pattern breakers are Shem and Japheth. They do the opposite of Ham and cover their father's nakedness. This time, not seeing their father's nakedness is simple and literal. These authors use clever wordplay even when the subject matter makes us feel uncomfortable. Subtle symmetries, through repeated words, help readers see the inversion.",2517,2520,This time not seeing their father's nakedness is simple and literal.,0.634,,0.629,,LOW_CONFIDENCE+WHISPER_CHECK,
920,2356,2372,"Afterwards, Noah blesses Yahweh the Elohim of Shem and again a remnant is preserved through Shem's line. Genesis 11:10-26 gives another ten-generation bridge, mirroring chapter 5.",2532,2541,"Afterwards, Noah blesses Yahweh the Elohim of Shem, and again a rimmna is preserved through Shem's line.",0.959,"Afterwards, Noah blesses Yahweh the Elohim of Shem and again a remnant is preserved through Shem’s line. Genesis 11:10-26 gives another ten-generation bridge, mirroring chapter 5. It is the tenth, Avram, who will partner with God to start the next melody cycle. Will Avram be the one who will crush the head of the snake?",0.713,,TEXT_CHANGED,
922,2372,2384,"It is the tenth, Avram, who will partner with God to start the next melody cycle. Will Avram be the one who will crush the head of the snake?",2548,2554,"It is the 10th, Avrum, who will partner with God to start the next melody cycle.",0.967,,0.614,,TEXT_CHANGED+WHISPER_CHECK,
926,2384,2392,Genesis 11:27-22:19: Cycles Three to Seven with Avraham,2562,2568,"Genesis 11 27-22 19, cycles 3-7 with Avrum.",0.756,Genesis 11:27-22:19: Cycles Three to Seven with Avraham,1.000,,LOW_CONFIDENCE,
928,2392,2416,"With Genesis 1-11 complete, we come to the next major section of Genesis and start the third cycle of the melody. It opens with a title in Genesis 11:27, "" Now these are the generations of Terakh."" Then, following the Genesis 1 pattern, we have a new precreation state in 11:28-32.",2570,2578,"With Genesis 1-11 complete, we come to the next major section of Genesis and start the third cycle of the melody.",0.819,"With Genesis 1-11 complete, we come to the next major section of Genesis and start the third cycle of the melody. It opens with a title in Genesis 11:27, “Now these are the generations of Terakh.” Then, following the Genesis 1 pattern, we have a new precreation state in 11:28-32. This time, the symbols for non-life are not watery chaos or a dry desert. Instead, if you read with eyes looking for symbols of death and disorder, you will notice:",0.771,,LOW_CONFIDENCE,
933,2416,2428,"This time, the symbols for non-life are not watery chaos or a dry desert. Instead, if you read with eyes looking for symbols of death and disorder, you will notice:",2594,2599,"This time, the symbols for non-life are not watery chaos or a dry desert.",0.984,,0.541,,TEXT_CHANGED+WHISPER_CHECK,
938,2428,2432,And Haran died before his father Terakh,2606,2609,"And Heron died before his father, Tarak.",0.909,* And Haran died before his father Terakh,1.000,,TEXT_CHANGED,
940,2432,2436,"And Sarai was barren , she had no child",2610,2613,"And Sarah was barren, she had no child.",0.973,"* And Sarai was barren, she had no child",1.000,,OK,
942,2436,2442,And they went out … to go to the land of Canaan ; and they went as far as Haran,2613,2619,"And they went out to go to the land of Canaan, and they went as far as Heron.",0.973,* And they went out … to go to the land of Canaan; and they went as far as Haran,1.000,,OK,
946,2442,2445,A nd Terakh died in Haran,2620,2622,And Tarak died in Heron.,0.833,* And Terakh died in Haran,0.980,,LOW_CONFIDENCE,
949,2445,2477,"Without God’s presence, the “wild and waste” from Genesis 1:2 is depicted with these new symbols of precreation non-life. Genesis 12:1 then starts the Creation section of Melody three with Yahweh speaking to Avram, who steps into the role of Adam and Noah. In this generation, he will partner with God to once again bring about creation , life, and blessing.",2634,2645,"Genesis 12-1 then starts the creation section of the melody with Yahweh speaking to Avrum, who steps into the role of Adam and Noah.",0.777,"Without God’s presence, the “wild and waste” from Genesis 1:2 is depicted with these new symbols of precreation non-life. Genesis 12:1 then starts the Creation section of Melody with Yahweh speaking to Avram, who steps into the role of Adam and Noah. In this generation, he will partner with God to once again bring about creation, life, and blessing.",0.991,,LOW_CONFIDENCE,
959,2477,2484,"12:1 “And Yahweh said to Avram,",2655,2659,"And Yahweh said to Avrum, get yourself going.",0.648,"12:1 “And Yahweh said to Avram,",1.000,YES,SCRIPTURE_OK,
961,2477,2484,Get yourself going …”,2655,2659,"And Yahweh said to Avrum, get yourself going.",0.590,Get yourself going…”,1.000,YES,HEADING_SKIP,
964,2484,2517,"It’s a wonderful and significant speech, but a bit long for this guide. Go read it! It calls Avram to come out, much like Noah was called out of the Ark. Then Yahweh expands the new Creation promise, stating: “in you all the families of the land will find blessing”. Verses 4 and 5 then tell another journey story, but now with God present. Interestingly, this second journey was perhaps the same trip, see Acts 7:2.",2672,2681,"Then Yahweh expands the new creation promise, stating, in you, all the families of the land will find blessing.",0.619,"It’s a wonderful and significant speech, but a bit long for this guide. Go read it! It calls Avram to come out, much like Noah was called out of the Ark. Then Yahweh expands the new Creation promise, stating: “in you all the families of the land will find blessing”. Verses 4 and 5 then tell another journey story, but now with God present. Interestingly, this second journey was perhaps the same trip, see Acts 7:2. This reminds me of Genesis 1:2 where darkness was over the face of the tehom, the waters of death, but the Spirit of Elohim was hovering over the face of the waters. Those might be the same physical states, just described first without God's presence and then with it. The difference is not what you would see with your eyes. The difference is God.",0.701,,LOW_CONFIDENCE,
973,2517,2543,"This reminds me of Genesis 1:2 where darkness was over the face of the tehom , the waters of death, but the Spirit of Elohim was hovering over the face of the waters . Those might be the same physical states, just described first without God’s presence and then with it. The difference is not what you would see with your eyes. The difference is God.",2695,2704,"This reminds me of Genesis 1-2, where darkness was over the face of the Tahom, the waters of death, but the spirit of Elhim was hovering over the face of the waters.",0.865,,0.629,,TEXT_CHANGED+WHISPER_CHECK,
982,2543,2578,"Next, Avram journeys throughout the land with Yahweh in Genesis 12:6-9, much like Adam and Eve walked with God in the windy part of the day. An informed reader enjoys the bliss of Creation notes, but is again worried about what will happen next. Yahweh makes a clear, unconditioned declaration in Genesis 12:7: ""To your seed I will give this land."" Will Avram trust and obey, staying in the land that Yahweh has promised? You already know.",2720,2738,"Next, Avrum journeys throughout the land with Yahweh and Genesis 12-6-9, much like Adam and Eve, walk with God in the windy part of the day, and inform reader enjoys the bliss of creation notes, but is again worried about what will happen next.",0.770,"Next, Avram journeys throughout the land with Yahweh in Genesis 12:6-9, much like Adam and Eve walked with God in the windy part of the day. An informed reader enjoys the bliss of Creation notes, but is again worried about what will happen next. Yahweh makes a clear, unconditioned declaration in Genesis 12:7: “To your seed I will give this land.” Will Avram trust and obey, staying in the land that Yahweh has promised? You already know. You have been shaped by the melody without even realizing it. The cycle will continue as long as the human heart is unchanged, but God will continue to preserve life through it all. The One who IS does not change.",0.801,,LOW_CONFIDENCE,
992,2578,2594,"You have been shaped by the melody without even realizing it. The cycle will continue as long as the human heart is unchanged, but God will continue to preserve life through it all. The One who IS does not change.",2759,2772,"The cycle will continue, as long as the human heart is unchanged, but God will continue to preserve life through it all. The one who is does not change.",0.829,,0.413,,LOW_CONFIDENCE+WHISPER_CHECK,
998,2594,2626,"We could continue discussing the melody with the Choice in Egypt of seeing, taking, and giving, then a Division of Relationships with the ""brothers,"" Avram and his nephew Lot, followed by a Collapse of four kings sweeping away five. Instead of continuing through the cycle in a linear way from this point, which is already getting pretty lengthy, let's mention only the Collapse moments that mark the seven cycles of Genesis 1-22. Working through each full cycle with your own group is worth your time.",2773,2787,"We could continue discussing the melody with the collapse in Egypt of seeing, taking, and giving, than a division of relationships with the brothers, Avrum, and his nephew, lots, followed by a collapse of four kings sweeping away five.",0.938,"We could continue discussing the melody with the Choice in Egypt of seeing, taking, and giving, then a Division of Relationships with the “brothers,” Avram and his nephew Lot, followed by a Collapse of four kings sweeping away five. Instead of continuing through the cycle in a linear way from this point, which is already getting pretty lengthy, let’s mention only the Collapse moments that mark the seven cycles of Genesis 1-22. Working through each full cycle with your own group is worth your time. The story takes a much closer look at one person and we see the complexity of humans as we are pattern breakers one moment, then go right back to being characteristic ten seconds later. The creative twists will be surprising and rewarding as you meditate on the melody. The seven Collapse stories of Genesis 1-22 are:",0.757,,TEXT_CHANGED,
1007,2626,2644,"The story takes a much closer look at one person and we see the complexity of humans as we are pattern breakers one moment, then go right back to being characteristic ten seconds later. The creative twists will be surprising and rewarding as you meditate on the melody. The seven Collapse stories of Genesis 1-22 are:",2806,2819,"This story takes a much closer look, at one person, and we see the complexity of humans, as we are patternbreakers one moment, then go right back to being characteristic 10 seconds later.",0.721,,0.339,,LOW_CONFIDENCE+WHISPER_CHECK,
1037,2644,2673,"The Flood : 7:23 And he wiped away every standing-thing that was upon the face of the land, from humanity to animals to creepers and to birds of the skies, and they were wiped away from the land; and only Noah was left remaining, and those with him in the ark.",2836,2854,"And he wiped away every standing thing that was upon the face of the land, from humanity to animals, took creepers into birds of the skies, and they were wiped away from the land, and only Noah was left remaining, and those with him in the ark.",0.953,"The Flood: 7:23 And he wiped away every standing-thing that was upon the face of the land, from humanity to animals to creepers and to birds of the skies, and they were wiped away from the land; and only Noah was left remaining, and those with him in the ark.",1.000,,TEXT_CHANGED,
1054,2673,2701,"The Scattering : 11:8-9 And Yahweh scattered them from there upon the face of all the land, and they stopped building the city. Therefore, its name was called Babylon (Babel), because there Yahweh made-babble of the language of all the land, and from there Yahweh scattered them upon the face of all the land.",2862,2872,"And Yahweh scattered them from upon the face of all the land, and they stopped building the city. Therefore its name was called Babylon, Babylon.",0.641,"The Scattering: 11:8-9 And Yahweh scattered them from there upon the face of all the land, and they stopped building the city. Therefore, its name was called Babylon (Babel), because there Yahweh made-babble of the language of all the land, and from there Yahweh scattered them upon the face of all the land.",1.000,,LOW_CONFIDENCE,
1071,2701,2740,"Sodom #1 : Four kings from Mesopotamia waged war against five kings, which included the people, possessions, and food of Sodom and Gomorrah. Avram's nephew Lot is taken in the process. This is our first collapse of human origin, but the flood language remains the same as they sweep away. Meanwhile, Avram is symbolically in the ark, but then goes out with 318 men and ""God's help"" to restore life.",2891,2899,"Four kings from Mesopotamia wage war against five kings, which included the people, possessions, and food of Sodom and Gomorrah.",0.823,"Sodom #1: Four kings from Mesopotamia waged war against five kings, which included the people, possessions, and food of Sodom and Gomorrah. Avram’s nephew Lot is taken in the process. This is our first collapse of human origin, but the flood language remains the same as they sweep away. Meanwhile, Avram is symbolically in the ark, but then goes out with 318 men and “God’s help” to restore life.",1.000,,LOW_CONFIDENCE,
1093,2740,2790,"Hagar #1 : A rape victim, pregnant, fleeing in the wilderness with nowhere to go and no human that loves her in the world. Only Yahweh sees this Egyptian slave-girl. 7 In this fourth cycle of the melody the Choice, Division of Relationships, and Collapse happen in only six verses in 16:1-6. It's an explosion where these authors can replay the whole story with very few words once you know the notes to listen for. A single choice by Sarai and Avram to take their Egyptian slave-girl Hagar causes a violent division of every relationship leading to a very sudden collapse.",2940,2943,Only Yahweh sees this Egyptian slave girl.,0.444,"Hagar #1: A rape victim, pregnant, fleeing in the wilderness with nowhere to go and no human that loves her in the world. Only Yahweh sees this Egyptian slave-girl.7 In this fourth cycle of the melody the Choice, Division of Relationships, and Collapse happen in only six verses in 16:1-6. It’s an explosion where these authors can replay the whole story with very few words once you know the notes to listen for. A single choice by Sarai and Avram to take their Egyptian slave-girl Hagar causes a violent division of every relationship leading to a very sudden collapse. God, however, enters our mess, sees Hagar in the wilderness, and restores life in ways that feel interestingly compromised, making the best of a broken situation. Read this in-depth Hagar article for more insights.",0.842,,MANUAL_REVIEW,
1107,2790,2810,"God, however, enters our mess, sees Hagar in the wilderness, and restores life in ways that feel interestingly compromised, making the best of a broken situation. Read this in-depth Hagar article for more insights.",2974,2990,"God, however, enters our mess, sees Hagar in the wilderness, and restores life, in ways that feel interestingly compromised, making the best of a broken situation, freed this in depth Hagar article for more insights.",0.937,,0.345,,TEXT_CHANGED+WHISPER_CHECK,
1125,2810,2850,"Sodom #2: 19:24 and Yahweh caused it to rain over Sodom and over Gomorrah, sulphur and fire from Yahweh from the skies. The notes of this culminating collapse can't be missed as it uses a flood of words to connect the melodies. Noteworthy in this story is that Lot and his family are saved due to Yahweh's mercy, 19:16, and the phrase ""Yahweh remembered ( zakar ) Avraham "" 8 is used in 19:29, when Avraham wasn't even there. These authors don't use words for no reason.",3016,3031,"Note where the end of this story is that Lot and his family are saved due to Yahweh's mercy, 1916, and the phrase Yahweh remembered as a car Abram was used in 1929 when Abram wasn't even there.",0.552,"Sodom #2: 19:24 and Yahweh caused it to rain over Sodom and over Gomorrah, sulphur and fire from Yahweh from the skies. The notes of this culminating collapse can’t be missed as it uses a flood of words to connect the melodies. Noteworthy in this story is that Lot and his family are saved due to Yahweh’s mercy, 19:16, and the phrase “Yahweh remembered (zakar) Avraham""8 is used in 19:29, when Avraham wasn’t even there. These authors don’t use words for no reason.",0.999,,MANUAL_REVIEW,
1150,2858,2903,"Hagar #2: Hagar is this time sent into the wilderness with Ishmael, her, most likely, 17 year old boy lad, the Hebrew word na'ar. She is a slave-girl no longer and has her son with her, but the water runs dry and death seems inevitable. Does this remind you of Genesis 2:5, a lifeless desert with no water? But Elohim listens to the voice of the na'ar (a fun wordplay on the meaning of Ishmael's name), converting Collapse into Creation once more. The turning point is a messenger of Elohim calling to Hagar from the skies. Hagar is told not to be afraid, but to 'get up' and take the lad with her hand. Elohim will make him into a great nation. Sound familiar? The same promise was given to Avram.",3045,3055,"Hagar is this time sent into the wilderness with Ishmael, her most likely 17-year-old boy, Lad, the Hebrew word NAR.",0.409,"Hagar #2: Hagar is this time sent into the wilderness with Ishmael, her, most likely, 17 year old boy lad, the Hebrew word na’ar. She is a slave-girl no longer and has her son with her, but the water runs dry and death seems inevitable. Does this remind you of Genesis 2:5, a lifeless desert with no water? But Elohim listens to the voice of the na’ar (a fun wordplay on the meaning of Ishmael’s name), converting Collapse into Creation once more. The turning point is a messenger of Elohim calling to Hagar from the skies. Hagar is told not to be afraid, but to ‘get up’ and take the lad with her hand. Elohim will make him into a great nation. Sound familiar? The same promise was given to Avram. Elohim opened her eyes and she saw a well of water at Beer Sheva, the Well of Seven. She fills the water skin and she gives life to the lad as well. Not a single word is unimportant as Hagar, the non-choosen, becomes an unexpected partner in creation, life, and blessing.",0.836,,MANUAL_REVIEW,
1166,2918,2944,"Elohim opened her eyes and she saw a well of water at Beer Sheva, the Well of Seven. She fills the water skin and she gives life to the lad as well. Not a single word is unimportant as Hagar, the non-choosen, becomes an unexpected partner in creation, life, and blessing.",3110,3115,She fills the water skin and gives life to the lad as well.,0.798,,0.438,,LOW_CONFIDENCE+WHISPER_CHECK,
1183,2944,2994,"The Binding of Isaac : The seventh collapse is told one syllable at a time as Avraham sends out his hand and takes the eater, the knife, to slay his son. This collapse is brought about by God's command, which includes the words ""Get yourself going…"" precisely mirroring the initial calling of Avram. Hyperlinking all the way back to the start of his journey hints that everything in between has been leading up to this moment. Avraham's struggle to trust God is put to the ultimate test and God's song is again at the precipice of non-life as the promised seed is bound on the altar.",3159,3165,Hyperlinking all the way back to the start of his journey hints that everything in between has been leading up to this moment.,0.592,"The Binding of Isaac: The seventh collapse is told one syllable at a time as Avraham sends out his hand and takes the eater, the knife, to slay his son. This collapse is brought about by God’s command, which includes the words “Get yourself going…” precisely mirroring the initial calling of Avram. Hyperlinking all the way back to the start of his journey hints that everything in between has been leading up to this moment. Avraham's struggle to trust God is put to the ultimate test and God’s song is again at the precipice of non-life as the promised seed is bound on the altar. When we open the pages to this collapse, we find quite a bit more than just a flood. The seventh collapse necessitates a more in-depth discussion to make sure we all see a bit more of what the authors are communicating.",0.840,,MANUAL_REVIEW,
1196,2994,3010,"When we open the pages to this collapse, we find quite a bit more than just a flood. The seventh collapse necessitates a more in-depth discussion to make sure we all see a bit more of what the authors are communicating.",3178,3184,"When we open the pages to this collapse, we find quite a bit more than just a flood.",0.995,,0.431,,TEXT_CHANGED+WHISPER_CHECK,
1204,3010,3014,The Melody Points to Jesus,3195,3199,Part 3. The Melody points to Jesus.,0.881,The Melody Points to Jesus,1.000,,TEXT_CHANGED,
1206,3014,3026,"Without really planning it, we'll carefully study this seventh melody and something will happen where the story naturally turns to Jesus. Let's ride the wave together.",3200,3208,"Without really planning it, we'll carefully study the seventh melody, and something will happen, where the story naturally turns to Jesus.",0.991,"Without really planning it, we’ll carefully study the seventh melody and something will happen where the story naturally turns to Jesus. Let’s ride the wave together.",0.991,,TEXT_CHANGED,
1210,3026,3031,The Seventh Collapse: Avraham's Test,3212,3215,"The seventh collapse, Avraham's test.",1.000,The Seventh Collapse: Avraham’s Test,1.000,,OK,
1212,3031,3063,"As you might have suspected, the seventh collapse of the melody and the creation moment after are rather significant. Without even knowing the rest of the story, a careful reader of the Hebrew Bible would know that when this melody repeats, it will reveal God in a major way. Indeed the concept of The Melody and The Test are two different topics, but they are so interwoven here that we have no choice but to jump into Genesis 22:1-19 with both feet! Take a moment to read those 19 verses again, then we'll discuss.",3224,3234,"Without even knowing the rest of the story, a careful reader of the Hebrew Bible would know that when this melody repeats, it will reveal God in a major way.",0.776,"As you might have suspected, the seventh collapse of the melody and the creation moment after are rather significant. Without even knowing the rest of the story, a careful reader of the Hebrew Bible would know that when this melody repeats, it will reveal God in a major way. Indeed, the concept of The Melody and The Test are two different topics, but they are so interwoven here that we have no choice but to jump into Genesis 22:1-19 with both feet! Take a moment to read those 19 verses again, then we’ll discuss.",1.000,,LOW_CONFIDENCE,
1222,3067,3076,In the text below the name Isaac is written as Yitskhaq to help us more faithfully pronounce the original Hebrew name.,3254,3261,"In the text below, the name Isaac is written as Yitzhak to help us more faithfully pronounce the original name.",0.947,In the text below the name Isaac is written as Yitskhaq to help us more faithfully pronounce the original Hebrew name.,1.000,,TEXT_CHANGED,
1227,3076,3089,"22: 1 And it came about after these things,",3262,3269,And it came about after these things that Elohim tested Avraham.,0.692,"22:1 And it came about after these things,",0.988,YES,SCRIPTURE_OK,
1230,3076,3089,"that Elohim tested Avraham,",3262,3269,And it came about after these things that Elohim tested Avraham.,0.584,"that Elohim tested Avraham,",1.000,YES,HEADING_SKIP,
1231,3076,3089,"and he said to him,",3270,3275,"And he said to him, Avraham, and he said, look, it's me.",0.529,"and he said to him,",1.000,YES,SCRIPTURE_OK,
1232,3076,3089,“Avraham.”,3212,3215,"The seventh collapse, Avraham's test.",0.341,“Avraham.”,1.000,YES,HEADING_SKIP,
1233,3076,3089,"And he said,",2610,2613,"And Sarah was barren, she had no child.",0.417,"And he said,",1.000,YES,HEADING_SKIP,
1234,3076,3089,"“Look, it’s me!”",3195,3199,Part 3. The Melody points to Jesus.,0.364,"“Look, it’s me!”",1.000,YES,HEADING_SKIP,
1235,3089,3109,"2 And he said,",2610,2613,"And Sarah was barren, she had no child.",0.400,"2 And he said,",1.000,YES,HEADING_SKIP,
1236,3089,3109,"“Please take your son ,",2620,2622,And Tarak died in Heron.,0.465,"“Please take your son,",1.000,YES,SCRIPTURE_OK,
1238,3089,3109,"your only one ,",3431,3436,"And you didn't withhold your son, your only one for me.",0.400,"your only one,",1.000,YES,HEADING_SKIP,
1240,3089,3109,"whom you love ,",4298,4299,God really loves you.,0.485,"whom you love,",1.000,YES,HEADING_SKIP,
1242,3089,3109,"Yitskhaq ,",3976,3978,"Okay, I admit I added that last bit.",0.238,"Yitskhaq,",1.000,YES,HEADING_SKIP,
1243,3089,3109,"and get yourself going to the land of Moriah [“Seeing” = (מריה)] ,",3275,3286,"And he said, please take your son, your only one whom you love, Yitzhak, and get yourself going to the land of Moriah, seeing.",0.580,"and get yourself going to the land of Moriah [“Seeing” = (מריה)],",1.000,YES,SCRIPTURE_OK,
1245,3089,3109,"and make him go up there as a going-up offering ,",3287,3294,And make him go up there as a going up offering on one of the mountains which I will say to you.,0.652,"and make him go up there as a going-up offering,",1.000,YES,SCRIPTURE_OK,
1248,3089,3109,on one of the mountains which I will say to you .”,3287,3294,And make him go up there as a going up offering on one of the mountains which I will say to you.,0.662,on one of the mountains which I will say to you.”,1.000,YES,SCRIPTURE_OK,
1251,3109,3131,"3 And Avraham rose early in the morning,",2620,2622,And Tarak died in Heron.,0.548,"3 And Avraham rose early in the morning,",1.000,YES,SCRIPTURE_OK,
1253,3109,3131,"and he bound up his donkey ,",2606,2609,"And Heron died before his father, Tarak.",0.469,"and he bound up his donkey,",1.000,YES,SCRIPTURE_OK,
1254,3109,3131,and he took,2620,2622,And Tarak died in Heron.,0.412,and he took,1.000,YES,HEADING_SKIP,
1256,3109,3131,two of his young men with him,2713,2718,The difference is not what you would see with your eyes. The difference is God.,0.377,two of his young men with him,1.000,YES,SCRIPTURE_LOW_CONF,
1257,3109,3131,"and Yitskhaq his son ,",2620,2622,And Tarak died in Heron.,0.419,"and Yitskhaq his son,",1.000,YES,SCRIPTURE_OK,
1259,3109,3131,"and he split the wood of the going-up offering ,",2613,2619,"And they went out to go to the land of Canaan, and they went as far as Heron.",0.467,"and he split the wood of the going-up offering,",1.000,YES,SCRIPTURE_OK,
1261,3109,3131,and he arose and he went to the place which Elohim said to him .,3262,3269,And it came about after these things that Elohim tested Avraham.,0.528,and he arose and he went to the place which Elohim said to him.,1.000,YES,SCRIPTURE_OK,
1263,3131,3140,"4 On the third day,",2312,2314,"Wait, Canaan? Where did Ham go?",0.435,"4 On the third day,",1.000,YES,SCRIPTURE_OK,
1264,3131,3140,"then Avraham lifted his eyes ,",3212,3215,"The seventh collapse, Avraham's test.",0.516,"then Avraham lifted his eyes,",1.000,YES,SCRIPTURE_OK,
1266,3131,3140,and he saw (ראה) the place from a distance.,3315,3323,"On the third day, then Avraham lifted his eyes and he saw the place from a distance.",0.590,and he saw  (ראה) the place from a distance.,1.000,YES,SCRIPTURE_OK,
1268,3140,3155,"5 And Avraham said to his young men,",3270,3275,"And he said to him, Avraham, and he said, look, it's me.",0.518,"5 And Avraham said to his young men,",1.000,YES,SCRIPTURE_OK,
1270,3140,3155,"“Sit yourselves here with the donkey ,",2312,2314,"Wait, Canaan? Where did Ham go?",0.413,"“Sit yourselves here with the donkey,",1.000,YES,SCRIPTURE_OK,
1271,3140,3155,"and I and the young boy ,",2655,2659,"And Yahweh said to Avrum, get yourself going.",0.455,"and I and the young boy,",1.000,YES,SCRIPTURE_OK,
1272,3140,3155,"we will go to there,",4226,4228,Will we choose to trust God and even this?,0.400,"we will go to there,",1.000,YES,SCRIPTURE_OK,
1273,3140,3155,"and we will worship,",2620,2622,And Tarak died in Heron.,0.429,"and we will worship,",1.000,YES,HEADING_SKIP,
1276,3140,3155,and we will return to you.”,4298,4299,God really loves you.,0.444,and we will return to you.”,1.000,YES,SCRIPTURE_OK,
1279,3155,3173,"6 And Avraham took the wood of the going-up offering ,",3399,3407,"And Avraham sent out his hand, and he took the eater, the knife, to slay his son.",0.484,"6 And Avraham took the wood of the going-up offering,",1.000,YES,SCRIPTURE_OK,
1282,3155,3173,"and he placed upon Yitskhaq his son ,",3195,3199,Part 3. The Melody points to Jesus.,0.471,"and he placed upon Yitskhaq his son,",1.000,YES,SCRIPTURE_OK,
1284,3155,3173,"and he took in his hand the fire and the eater [= knife] ,",2606,2609,"And Heron died before his father, Tarak.",0.511,"and he took in his hand the fire and the eater [= knife],",1.000,YES,SCRIPTURE_OK,
1286,3155,3173,"and the two of them went, together as one .",3209,3211,Let's ride the wave together.,0.507,"and the two of them went, together as one.",1.000,YES,SCRIPTURE_OK,
1287,3173,3197,"7 And Yitskhaq said to Avraham his father ,",3270,3275,"And he said to him, Avraham, and he said, look, it's me.",0.593,"7 And Yitskhaq said to Avraham his father,",1.000,YES,SCRIPTURE_OK,
1290,3173,3197,"and he said ,",2610,2613,"And Sarah was barren, she had no child.",0.417,"And he said,",1.000,YES,HEADING_SKIP,
1291,3173,3197,“ My father .”,3209,3211,Let's ride the wave together.,0.333,“My father.”,1.000,YES,HEADING_SKIP,
1293,3173,3197,"And he said,",2610,2613,"And Sarah was barren, she had no child.",0.417,"And he said,",1.000,YES,HEADING_SKIP,
1294,3173,3197,"“Look, it’s me, my son .”",3946,3952,Elizabeth from the Hebrew Ely Sheva means My Elohim's Oath.,0.373,"“Look, it’s me, my son.”",1.000,YES,SCRIPTURE_LOW_CONF,
1296,3173,3197,"And he said ,",2610,2613,"And Sarah was barren, she had no child.",0.417,"And he said,",1.000,YES,HEADING_SKIP,
1297,3173,3197,"“Look, the fire and the wood ,",4226,4228,Will we choose to trust God and even this?,0.418,"“Look, the fire and the wood,",1.000,YES,SCRIPTURE_OK,
1298,3173,3197,but where is the sheep for the going-up offering ?”,3371,3382,"And Avraham said, Elohim will see to it, the sheep for the going up offering my son, and the two of them went together as one.",0.485,but where is the sheep for the going-up offering?”,1.000,YES,SCRIPTURE_OK,
1301,3189,3202,"8 And Avraham said ,",2610,2613,"And Sarah was barren, she had no child.",0.509,"8 And Avraham said,",1.000,YES,SCRIPTURE_OK,
1303,3189,3202,"“Elohim will see to it (יראה) , the sheep for the going-up offering , my son .”",3371,3382,"And Avraham said, Elohim will see to it, the sheep for the going up offering my son, and the two of them went together as one.",0.663,"“Elohim will see to it  (יראה), the sheep for the going-up offering, my son.”",1.000,YES,SCRIPTURE_OK,
1308,3189,3202,"And the two of them went, together as one.",3209,3211,Let's ride the wave together.,0.507,"and the two of them went, together as one.",1.000,YES,SCRIPTURE_OK,
1310,3202,3214,"9 And they went to the place which Elohim said to him ,",3262,3269,And it came about after these things that Elohim tested Avraham.,0.500,"9 And they went to the place which Elohim said to him,",1.000,YES,SCRIPTURE_OK,
1311,3202,3214,"and Avraham built there an altar,",2620,2622,And Tarak died in Heron.,0.509,"and Avraham built there an altar,",1.000,YES,SCRIPTURE_OK,
1312,3202,3214,"and he arranged the wood ,",2620,2622,And Tarak died in Heron.,0.553,"and he arranged the wood,",1.000,YES,SCRIPTURE_OK,
1313,3202,3214,"and he bound up Yitskhaq his son ,",2606,2609,"And Heron died before his father, Tarak.",0.400,"and he bound up Yitskhaq his son,",1.000,YES,SCRIPTURE_OK,
